#
# Version to read with FileManager
#
event_count chip_id(decimal) hit_x hit_y
1684 633 837 295
1685 121 303 47
1685 121 302 47
1685 121 459 13
1685 121 460 13
1685 122 789 482
1685 370 8 472
1685 372 978 278
1685 377 189 69
1685 377 189 70
1685 377 190 68
1685 377 191 69
1685 377 190 69
1685 377 190 70
1685 377 191 70
1685 377 190 71
1685 377 382 33
1685 633 77 91
1685 633 78 91
1685 633 316 54
1685 633 317 54
1685 633 317 55
1685 633 316 55
1686 114 999 185
1686 114 998 185
1686 370 8 472
1686 370 912 226
1686 370 913 226
1686 372 978 278
1686 626 826 268
1686 626 827 268
1687 124 409 320
1687 124 409 321
1687 124 408 321
1687 370 8 472
1687 370 366 317
1687 372 978 278
1687 380 392 315
1687 636 373 311
1687 636 374 311
1688 123 336 408
1688 123 336 409
1688 370 8 472
1688 372 978 278
1688 379 357 440
1688 379 357 441
1688 379 358 440
1688 379 358 441
1688 635 378 472
1688 635 379 472
1688 635 379 473
1688 635 378 473
1689 124 459 5
1689 124 460 5
1689 124 460 6
1689 368 618 32
1689 370 8 472
1689 372 978 278
1689 624 673 76
1689 624 673 77
1690 116 899 177
1690 116 898 178
1690 116 899 178
1690 116 899 179
1690 116 900 178
1690 370 8 472
1690 372 978 278
1691 121 192 232
1691 121 193 232
1691 121 193 233
1691 121 192 233
1691 121 194 232
1691 370 8 472
1691 370 975 230
1691 372 978 278
1691 376 725 215
1691 376 727 215
1691 376 726 215
1691 376 726 216
1691 624 711 310
1691 632 227 197
1691 632 227 198
1691 632 228 197
1691 632 228 198
1692 113 448 142
1692 113 448 143
1692 369 117 101
1692 369 116 101
1692 369 116 102
1692 369 117 102
1692 370 8 472
1692 372 978 278
1692 624 711 310
1692 624 816 60
1692 624 817 60
1692 624 816 61
1693 370 8 472
1693 372 978 278
1694 116 173 395
1694 116 172 395
1694 116 172 396
1694 116 173 396
1694 121 875 183
1694 370 8 472
1694 372 283 364
1694 372 283 365
1694 372 284 364
1694 372 284 365
1694 372 978 278
1694 628 395 333
1694 628 394 333
1695 116 17 253
1695 370 8 472
1695 372 978 278
1696 114 455 171
1696 121 875 183
1696 370 8 472
1696 370 479 272
1696 370 479 273
1696 370 480 272
1696 370 480 273
1696 372 978 278
1696 372 1021 63
1696 626 505 374
1696 626 505 375
1696 626 504 375
1697 122 991 340
1697 122 992 340
1697 370 8 472
1697 372 978 278
1697 378 917 313
1697 378 917 314
1697 378 918 313
1697 634 842 286
1697 634 842 287
1698 112 887 206
1698 112 887 207
1698 368 836 233
1698 368 836 234
1698 369 161 390
1698 370 8 472
1698 372 978 278
1698 624 783 260
1698 624 785 259
1698 624 784 259
1698 624 784 260
1698 624 785 260
1698 624 784 261
1699 114 601 266
1699 114 602 266
1699 370 8 472
1699 370 743 293
1699 370 743 294
1699 372 978 278
1699 626 886 321
1700 370 8 472
1700 370 975 230
1700 372 978 278
1701 113 600 322
1701 113 601 322
1701 369 540 336
1701 369 543 334
1701 369 543 335
1701 369 544 334
1701 369 544 335
1701 370 8 472
1701 372 978 278
1701 625 480 350
1701 625 481 350
1702 113 879 210
1702 121 875 183
1702 369 913 307
1702 369 913 308
1702 369 914 307
1702 369 914 308
1702 370 8 472
1702 372 978 278
1702 625 948 404
1702 625 949 404
1702 625 949 405
1703 113 739 182
1703 113 740 182
1703 369 873 281
1703 369 874 281
1703 370 8 472
1703 372 978 278
1703 625 1008 380
1704 120 662 140
1704 120 662 141
1704 370 8 472
1704 372 978 278
1704 376 703 235
1704 376 703 236
1704 376 705 235
1704 376 704 235
1704 376 704 236
1704 376 705 236
1704 632 745 329
1704 632 745 330
1705 121 424 58
1705 121 425 58
1705 370 8 472
1705 372 978 278
1705 377 345 45
1705 377 346 45
1705 633 266 31
1706 114 146 466
1706 114 147 466
1706 121 875 183
1706 370 8 472
1706 370 145 482
1706 370 145 483
1706 370 146 483
1706 370 975 230
1706 372 978 278
1706 626 145 500
1707 121 381 459
1707 121 381 460
1707 121 381 461
1707 121 382 459
1707 121 382 460
1707 121 383 461
1707 121 382 461
1707 121 384 461
1707 122 789 482
1707 370 8 472
1707 372 978 278
1707 377 345 479
1707 377 344 480
1707 377 345 480
1707 377 345 481
1707 377 346 480
1707 633 306 497
1707 633 306 498
1708 113 772 69
1708 369 831 91
1708 369 831 92
1708 369 838 78
1708 369 838 79
1708 370 8 472
1708 372 978 278
1708 625 891 113
1708 625 891 114
1708 635 9 170
1708 635 10 169
1708 635 10 170
1709 120 306 22
1709 120 306 23
1709 370 8 472
1709 372 978 278
1709 376 170 1
1709 376 170 2
1709 628 990 14
1709 628 991 14
1709 628 991 15
1709 628 990 15
1709 628 992 15
1710 370 8 472
1710 372 978 278
1711 121 875 183
1711 370 8 472
1711 372 978 278
1712 114 71 194
1712 114 71 195
1712 114 72 194
1712 114 72 195
1712 370 8 472
1712 370 238 150
1712 370 239 151
1712 370 238 151
1712 372 978 278
1712 626 407 107
1712 626 406 107
1712 626 406 108
1712 626 407 108
1713 370 8 472
1713 372 978 278
1714 121 623 250
1714 370 8 472
1714 372 978 278
1714 377 600 214
1714 377 919 164
1714 377 919 165
1714 377 920 164
1714 377 921 164
1714 377 921 165
1714 377 920 165
1714 633 576 176
1714 633 577 176
1714 633 577 177
1714 633 576 177
1715 114 786 5
1715 370 8 472
1715 370 657 30
1715 370 657 31
1715 370 658 30
1715 370 659 30
1715 370 659 31
1715 370 658 31
1715 370 658 32
1715 372 978 278
1715 372 1021 63
1715 626 531 57
1715 626 530 57
1715 626 530 58
1715 626 531 58
1715 626 531 59
1715 626 530 59
1716 124 618 192
1716 370 8 472
1716 372 978 278
1716 380 665 189
1716 380 665 190
1716 636 712 189
1717 121 875 183
1717 370 8 472
1717 372 978 278
1717 379 296 509
1717 379 296 510
1717 380 782 198
1717 635 121 480
1717 635 121 481
1717 635 122 480
1718 116 17 253
1718 121 891 247
1718 121 892 246
1718 121 892 247
1718 370 8 472
1718 372 978 278
1718 377 798 237
1718 377 798 238
1718 633 703 227
1719 122 789 482
1719 370 8 472
1719 372 978 278
1720 115 445 51
1720 115 444 52
1720 115 445 52
1720 121 875 183
1720 368 762 453
1720 370 8 472
1720 372 978 278
1720 377 305 5
1720 377 304 5
1720 377 304 6
1720 377 305 6
1720 633 29 69
1720 633 29 70
1720 633 30 69
1720 633 30 70
1721 122 926 364
1721 370 8 472
1721 372 978 278
1721 378 921 335
1721 378 921 336
1721 378 921 337
1721 378 923 335
1721 378 922 335
1721 378 922 336
1721 378 923 336
1721 378 922 337
1721 634 923 289
1721 634 923 290
1721 634 924 289
1721 634 924 290
1722 113 295 465
1722 113 295 466
1722 113 296 465
1722 113 296 466
1722 116 17 253
1722 122 658 237
1722 370 8 472
1722 372 978 278
1722 378 683 190
1722 378 683 191
1722 634 689 141
1722 634 690 141
1723 122 789 482
1723 122 949 61
1723 122 950 60
1723 122 951 61
1723 122 950 61
1723 122 950 62
1723 370 8 472
1723 372 978 278
1723 378 976 142
1723 378 976 143
1723 634 1001 224
1724 122 789 482
1724 124 469 435
1724 124 470 435
1724 370 8 472
1724 372 978 278
1724 372 1021 63
1724 380 423 456
1724 380 424 456
1724 636 376 479
1725 112 162 131
1725 112 162 132
1725 368 211 243
1725 368 211 244
1725 368 212 243
1725 368 212 244
1725 370 8 472
1725 370 366 317
1725 372 978 278
1725 624 262 356
1726 122 642 45
1726 122 642 46
1726 370 8 472
1726 372 978 278
1726 378 533 59
1726 378 533 60
1726 378 534 59
1726 378 534 60
1726 634 423 73
1726 634 424 73
1727 370 8 472
1727 372 978 278
1727 626 844 297
1728 113 571 2
1728 113 572 2
1728 369 506 28
1728 370 8 472
1728 372 978 278
1728 625 440 54
1728 625 441 54
1728 625 441 55
1728 625 440 55
1729 114 129 85
1729 370 8 472
1729 370 198 72
1729 370 199 72
1729 372 978 278
1729 626 269 59
1729 626 269 60
1729 626 270 60
1730 370 8 472
1730 372 978 278
1730 377 54 414
1730 636 566 506
1730 636 567 506
1731 122 789 482
1731 370 8 472
1731 372 936 432
1731 372 978 278
1731 628 817 435
1731 628 817 436
1732 121 875 183
1732 122 396 200
1732 122 397 200
1732 370 8 472
1732 372 978 278
1732 378 353 171
1732 378 352 171
1732 378 352 172
1732 378 353 172
1732 634 307 142
1732 634 307 143
1733 370 8 472
1733 372 978 278
1734 116 17 253
1734 370 8 472
1734 370 975 230
1734 372 978 278
1735 112 479 409
1735 112 478 409
1735 112 478 410
1735 112 479 410
1735 116 17 253
1735 368 461 453
1735 368 460 453
1735 370 8 472
1735 372 978 278
1735 624 455 457
1735 624 456 457
1736 370 8 472
1736 372 978 278
1737 114 337 441
1737 114 336 441
1737 369 993 437
1737 369 992 437
1737 369 992 438
1737 369 993 438
1737 370 8 472
1737 372 978 278
1737 376 6 498
1737 376 7 499
1737 376 6 499
1737 625 615 434
1737 625 616 434
1737 625 617 435
1737 625 616 435
1737 632 333 505
1737 632 333 506
1737 632 334 505
1737 632 334 506
1738 370 8 472
1738 372 978 278
1739 112 507 26
1739 112 507 27
1739 112 508 26
1739 112 509 27
1739 112 508 27
1739 112 508 28
1739 112 509 28
1739 112 515 33
1739 112 516 33
1739 112 516 34
1739 112 517 34
1739 112 517 35
1739 112 516 35
1739 112 517 36
1739 112 518 34
1739 112 519 35
1739 112 518 35
1739 112 518 36
1739 112 519 36
1739 112 519 37
1739 112 518 37
1739 112 520 36
1739 112 521 37
1739 112 520 37
1739 112 521 38
1739 112 522 37
1739 112 522 38
1739 112 529 41
1739 112 529 42
1739 112 531 41
1739 112 530 41
1739 112 530 42
1739 112 531 42
1739 112 531 43
1739 112 532 42
1739 112 532 43
1739 113 755 455
1739 113 754 456
1739 113 755 456
1739 114 21 93
1739 114 20 93
1739 369 510 479
1739 369 510 480
1739 370 8 472
1739 372 978 278
1739 625 265 503
1739 625 265 504
1739 625 266 504
1740 370 8 472
1740 370 975 230
1740 372 978 278
1741 114 879 28
1741 114 880 28
1741 116 17 253
1741 122 789 482
1741 370 8 472
1741 372 978 278
1741 377 927 15
1741 377 926 16
1741 377 927 16
1741 633 679 67
1741 633 678 67
1741 633 679 68
1742 116 17 253
1742 121 149 102
1742 121 149 103
1742 121 150 102
1742 121 150 103
1742 370 8 472
1742 372 978 278
1742 376 951 189
1742 376 950 189
1742 632 720 274
1742 632 721 275
1742 632 720 275
1743 116 17 253
1743 123 505 256
1743 370 8 472
1743 372 978 278
1743 379 565 252
1743 379 566 252
1743 380 782 198
1743 635 625 247
1744 114 803 261
1744 114 802 261
1744 114 802 262
1744 114 803 262
1744 116 17 253
1744 370 8 472
1744 370 943 271
1744 370 942 271
1744 370 942 272
1744 370 943 272
1744 372 978 278
1744 627 54 278
1744 627 55 278
1744 635 437 5
1744 635 437 6
1745 124 699 19
1745 124 699 20
1745 124 700 19
1745 124 700 20
1745 368 320 74
1745 368 320 75
1745 370 8 472
1745 372 978 278
1745 624 317 175
1745 635 437 5
1745 635 437 6
1746 121 875 183
1746 370 8 472
1746 372 978 278
1747 114 395 496
1747 114 395 497
1747 114 396 496
1747 114 396 497
1747 370 8 472
1747 370 527 506
1747 370 528 506
1747 370 528 507
1747 372 978 278
1748 122 679 169
1748 370 8 472
1748 372 978 278
1748 378 654 79
1748 378 654 80
1748 634 115 437
1748 634 115 438
1748 634 679 53
1748 634 678 53
1749 116 17 253
1749 122 853 297
1749 122 853 298
1749 122 855 297
1749 122 854 297
1749 122 854 298
1749 122 855 298
1749 122 855 299
1749 122 854 299
1749 370 8 472
1749 372 978 278
1749 378 957 257
1749 378 956 257
1749 635 27 216
1750 121 791 417
1750 121 791 418
1750 370 8 472
1750 370 975 230
1750 372 978 278
1750 377 897 444
1750 377 897 445
1750 377 898 445
1750 380 782 198
1750 633 1004 471
1751 123 239 390
1751 123 239 391
1751 123 240 390
1751 123 240 391
1751 370 8 472
1751 372 978 278
1751 379 398 364
1751 379 591 307
1751 379 590 307
1751 379 590 308
1751 379 591 308
1751 379 596 308
1751 379 597 308
1751 635 549 331
1751 635 549 332
1751 635 550 331
1751 635 877 247
1751 635 877 248
1752 121 261 273
1752 121 261 274
1752 121 262 273
1752 121 262 274
1752 370 8 472
1752 372 978 278
1752 376 919 353
1752 376 918 353
1752 376 918 354
1752 632 544 432
1752 632 545 432
1752 632 545 433
1752 632 544 433
1753 121 422 386
1753 121 423 386
1753 121 423 387
1753 121 422 387
1753 122 102 282
1753 122 103 282
1753 122 103 283
1753 122 102 283
1753 370 8 472
1753 372 978 278
1753 377 575 396
1753 377 575 397
1753 377 574 397
1753 377 575 398
1753 378 499 351
1753 378 498 351
1753 378 498 352
1753 378 499 352
1753 633 725 406
1753 633 725 407
1753 633 726 406
1753 633 726 407
1753 634 925 421
1753 634 925 422
1754 120 373 52
1754 120 373 53
1754 120 374 52
1754 120 374 53
1754 370 8 472
1754 372 978 278
1754 376 234 100
1754 376 235 100
1754 380 782 198
1754 632 94 146
1754 632 95 146
1754 632 94 147
1755 116 17 253
1755 122 911 54
1755 122 912 54
1755 370 8 472
1755 372 978 278
1755 372 1021 63
1755 378 899 126
1755 378 899 127
1755 378 900 126
1755 378 901 127
1755 378 900 127
1755 634 887 199
1756 123 904 419
1756 123 904 420
1756 370 8 472
1756 372 978 278
1756 379 818 441
1756 379 818 442
1756 635 730 464
1756 635 731 464
1756 635 731 465
1756 635 730 465
1757 124 388 200
1757 124 388 201
1757 370 8 472
1757 372 978 278
1757 380 411 251
1757 380 410 251
1757 380 410 252
1757 380 411 252
1757 380 411 253
1757 380 410 253
1757 636 432 305
1758 124 295 217
1758 124 295 218
1758 370 8 472
1758 372 978 278
1758 380 440 153
1758 380 440 154
1758 636 585 90
1758 636 585 91
1759 113 5 176
1759 123 182 150
1759 123 183 150
1759 123 183 151
1759 370 8 472
1759 372 978 278
1759 379 36 128
1759 380 782 198
1759 634 919 105
1760 122 45 180
1760 122 45 181
1760 122 46 180
1760 122 46 181
1760 370 8 472
1760 372 978 278
1760 378 61 209
1760 378 61 210
1760 378 62 209
1760 378 62 210
1760 634 79 237
1760 634 80 237
1760 634 80 238
1761 370 8 472
1761 372 978 278
1761 624 711 310
1762 121 875 183
1762 123 121 387
1762 123 121 388
1762 370 8 472
1762 372 978 278
1762 379 387 397
1762 379 387 398
1762 379 387 399
1762 379 388 397
1762 379 388 398
1762 379 389 398
1762 379 389 399
1762 379 388 399
1762 379 390 398
1762 379 390 399
1762 379 390 400
1762 380 782 198
1762 635 655 408
1762 635 656 408
1763 370 8 472
1763 372 978 278
1764 115 622 98
1764 115 623 99
1764 115 622 99
1764 370 8 472
1764 371 853 111
1764 371 852 111
1764 371 852 112
1764 371 853 112
1764 372 978 278
1764 628 51 125
1764 628 51 126
1765 121 875 183
1765 122 933 420
1765 122 933 421
1765 122 932 421
1765 122 932 422
1765 122 933 422
1765 122 934 421
1765 122 934 422
1765 370 8 472
1765 372 978 278
1765 378 609 389
1765 378 608 389
1765 378 608 390
1765 378 609 390
1765 634 279 357
1765 634 278 357
1765 634 278 358
1765 634 279 358
1766 113 1009 493
1766 116 17 253
1766 370 8 472
1766 372 978 278
1767 112 179 44
1767 112 180 44
1767 368 240 87
1767 370 8 472
1767 370 975 230
1767 372 978 278
1767 624 302 130
1767 624 302 131
1768 124 486 446
1768 124 487 446
1768 124 487 447
1768 370 8 472
1768 371 178 87
1768 372 978 278
1768 377 54 414
1768 380 584 446
1768 380 584 447
1768 636 682 447
1769 113 777 130
1769 113 778 129
1769 113 778 130
1769 369 839 121
1769 370 8 472
1769 372 978 278
1769 625 901 112
1769 625 902 112
1770 121 815 272
1770 121 815 273
1770 370 8 472
1770 372 978 278
1770 377 795 281
1770 377 796 281
1770 633 776 289
1771 121 44 180
1771 121 45 180
1771 370 8 472
1771 372 978 278
1771 376 802 114
1771 376 803 114
1771 376 805 109
1771 376 804 110
1771 376 805 110
1771 376 805 111
1771 376 805 112
1771 376 807 109
1771 376 806 109
1771 376 806 110
1771 376 807 110
1771 376 807 111
1771 376 806 111
1771 376 806 112
1771 376 807 112
1771 376 807 113
1771 376 808 111
1771 376 808 112
1771 376 808 113
1771 632 528 48
1771 632 529 48
1772 121 113 154
1772 121 113 155
1772 121 113 156
1772 121 114 154
1772 121 115 154
1772 121 115 155
1772 121 114 155
1772 121 114 156
1772 121 115 156
1772 370 8 472
1772 370 366 317
1772 372 978 278
1772 376 823 205
1772 376 823 206
1772 632 500 255
1772 632 500 256
1772 632 501 256
1773 115 343 469
1773 370 8 472
1773 372 978 278
1774 122 789 482
1774 370 8 472
1774 372 978 278
1774 380 782 198
1775 112 719 361
1775 112 719 362
1775 112 719 363
1775 112 720 361
1775 112 720 362
1775 112 720 363
1775 112 725 363
1775 112 724 363
1775 112 724 364
1775 112 725 364
1775 368 693 349
1775 368 692 349
1775 368 692 350
1775 368 693 350
1775 370 8 472
1775 370 366 317
1775 372 978 278
1775 624 660 336
1775 624 661 336
1776 121 875 183
1776 124 29 203
1776 124 30 203
1776 124 30 204
1776 370 8 472
1776 372 978 278
1776 380 31 183
1776 380 31 184
1776 380 31 185
1776 380 32 183
1776 380 32 184
1776 380 32 185
1776 636 33 165
1776 636 32 165
1777 113 1017 97
1777 113 1016 97
1777 113 1016 98
1777 113 1017 98
1777 121 875 183
1777 370 8 472
1777 370 35 64
1777 370 35 65
1777 370 975 230
1777 372 978 278
1777 626 85 33
1778 116 17 253
1778 122 789 482
1778 370 8 472
1778 372 978 278
1779 120 761 492
1779 120 761 493
1779 120 762 492
1779 370 8 472
1779 372 978 278
1779 376 841 489
1779 376 842 489
1779 376 842 490
1779 632 923 485
1779 632 922 485
1779 632 922 486
1779 632 923 486
1779 632 923 487
1779 632 924 485
1779 632 924 486
1779 632 924 487
1780 370 8 472
1780 371 178 87
1780 372 978 278
1781 370 8 472
1781 372 978 278
1781 376 165 65
1781 376 167 63
1781 376 167 64
1781 632 25 135
1782 121 547 41
1782 121 548 41
1782 370 8 472
1782 372 978 278
1782 377 54 414
1782 377 523 52
1782 377 523 53
1782 377 522 53
1782 377 524 52
1782 377 524 53
1782 633 499 63
1782 633 498 63
1782 633 498 64
1783 113 850 82
1783 369 870 168
1783 369 871 168
1783 370 8 472
1783 372 978 278
1783 372 1021 63
1783 377 54 414
1783 380 782 198
1783 625 891 253
1783 625 891 254
1783 625 892 253
1783 625 892 254
1784 123 1012 112
1784 123 1013 112
1784 123 1013 113
1784 123 1012 113
1784 370 8 472
1784 372 978 278
1784 380 59 97
1784 380 58 97
1784 380 58 98
1784 380 59 98
1784 624 711 310
1784 636 136 82
1785 122 475 49
1785 122 474 49
1785 122 474 50
1785 122 475 50
1785 370 8 472
1785 372 978 278
1785 378 317 100
1785 378 317 101
1785 634 157 152
1785 634 158 152
1786 113 582 372
1786 113 582 373
1786 369 648 387
1786 370 8 472
1786 370 975 230
1786 372 978 278
1786 625 714 403
1787 124 1022 386
1787 370 8 472
1787 372 978 278
1787 380 998 356
1787 380 999 356
1787 636 973 326
1787 636 974 326
1787 636 974 327
1788 124 243 272
1788 124 243 273
1788 124 242 273
1788 124 244 273
1788 370 8 472
1788 372 978 278
1788 380 198 231
1788 636 151 190
1788 636 151 191
1788 636 152 190
1788 636 153 191
1788 636 152 191
1789 123 565 355
1789 123 565 356
1789 123 566 355
1789 123 566 356
1789 370 8 472
1789 372 978 278
1789 379 609 407
1789 379 608 407
1789 379 608 408
1789 379 609 408
1789 624 711 310
1789 635 651 459
1789 635 651 460
1790 120 618 369
1790 120 618 370
1790 370 8 472
1790 372 978 278
1790 372 1021 63
1790 376 564 414
1790 376 564 415
1790 624 711 310
1790 632 512 467
1790 632 512 468
1791 116 17 253
1791 124 119 327
1791 124 118 327
1791 370 8 472
1791 372 978 278
1791 380 144 304
1791 380 144 305
1791 636 169 283
1792 370 8 472
1792 370 975 230
1792 372 978 278
1792 378 493 497
1792 378 492 497
1792 634 530 472
1792 634 531 472
1792 634 531 473
1792 634 530 473
1793 120 967 257
1793 120 966 257
1793 370 8 472
1793 370 366 317
1793 371 178 87
1793 372 978 278
1793 377 5 226
1793 377 5 227
1793 377 6 226
1793 377 6 227
1793 633 75 195
1793 633 75 196
1793 633 76 195
1793 633 76 196
1794 113 773 315
1794 369 894 334
1794 370 8 472
1794 372 978 278
1794 625 1016 353
1795 370 8 472
1795 372 978 278
1796 122 498 43
1796 122 498 44
1796 370 8 472
1796 370 703 36
1796 370 703 37
1796 370 702 37
1796 372 978 278
1796 626 883 126
1797 116 17 253
1797 116 764 302
1797 116 765 302
1797 116 765 303
1797 116 764 303
1797 370 8 472
1797 372 963 310
1797 372 963 311
1797 372 964 310
1797 372 964 311
1797 372 978 278
1798 120 622 490
1798 120 623 490
1798 370 8 472
1798 372 978 278
1799 115 985 240
1799 115 985 241
1799 115 986 240
1799 370 8 472
1799 371 848 213
1799 371 848 214
1799 372 978 278
1799 627 712 187
1799 627 712 188
1800 113 5 176
1800 114 91 211
1800 114 91 212
1800 114 92 211
1800 114 92 212
1800 121 875 183
1800 122 789 482
1800 370 8 472
1800 370 19 284
1800 370 20 284
1800 370 20 285
1800 372 978 278
1800 625 980 358
1800 625 981 358
1800 625 981 359
1800 625 980 359
1801 112 399 167
1801 368 351 171
1801 368 350 171
1801 370 8 472
1801 372 978 278
1801 624 301 174
1801 624 301 175
1801 624 301 176
1801 624 302 174
1801 624 303 174
1801 624 303 175
1801 624 302 175
1801 624 302 176
1801 624 303 176
1802 121 875 183
1802 370 8 472
1802 372 978 278
1802 379 253 509
1802 379 254 509
1802 635 219 475
1802 635 218 476
1802 635 219 476
1802 635 219 477
1802 635 218 477
1802 635 221 471
1802 635 220 476
1802 635 220 477
1802 635 222 470
1802 635 222 471
1803 121 875 183
1803 370 8 472
1803 372 978 278
1804 370 8 472
1804 372 978 278
1804 628 834 26
1804 628 834 27
1805 121 875 183
1805 370 8 472
1805 372 978 278
1805 377 54 414
1806 121 875 183
1806 370 8 472
1806 372 978 278
1807 113 998 218
1807 113 999 218
1807 116 17 253
1807 121 875 183
1807 370 8 472
1807 370 127 273
1807 370 127 274
1807 370 128 273
1807 370 128 274
1807 372 978 278
1807 626 289 329
1807 626 289 330
1808 121 105 215
1808 121 105 216
1808 121 106 215
1808 121 106 216
1808 370 8 472
1808 372 978 278
1808 376 863 167
1808 376 864 167
1808 632 590 118
1809 114 37 236
1809 370 8 472
1809 370 27 223
1809 370 26 223
1809 372 978 278
1809 626 16 210
1809 626 17 210
1809 626 17 211
1809 626 16 211
1810 121 875 183
1810 370 8 472
1810 372 978 278
1811 115 722 68
1811 115 722 69
1811 370 8 472
1811 371 683 145
1811 371 683 146
1811 371 684 146
1811 372 978 278
1811 627 646 221
1811 627 646 222
1812 124 523 259
1812 124 523 260
1812 370 8 472
1812 372 978 278
1812 380 590 214
1812 380 590 215
1812 636 656 170
1813 116 17 253
1813 370 8 472
1813 372 978 278
1814 112 821 40
1814 112 821 41
1814 112 822 40
1814 112 822 41
1814 368 932 18
1814 368 933 18
1814 368 932 19
1814 370 8 472
1814 372 978 278
1815 116 17 253
1815 120 995 275
1815 120 994 275
1815 120 994 276
1815 120 995 276
1815 121 875 183
1815 370 8 472
1815 372 978 278
1815 376 677 217
1815 376 677 218
1815 376 678 217
1815 376 678 218
1815 632 359 158
1815 632 359 159
1815 632 358 159
1815 632 360 159
1816 120 846 390
1816 120 847 390
1816 370 8 472
1816 372 978 278
1816 376 211 313
1816 376 211 314
1816 376 219 308
1816 376 219 309
1816 376 220 308
1816 376 220 309
1816 376 295 381
1816 376 294 381
1816 376 294 382
1816 376 295 382
1816 376 296 381
1816 376 296 382
1817 112 564 511
1817 113 27 347
1817 368 999 412
1817 368 1000 411
1817 368 1000 412
1817 368 1000 413
1817 370 8 472
1817 372 978 278
1817 624 941 471
1817 624 940 472
1817 624 941 472
1818 122 987 143
1818 122 987 144
1818 122 988 142
1818 122 988 143
1818 122 988 144
1818 124 397 203
1818 124 396 203
1818 124 396 204
1818 124 397 204
1818 370 8 472
1818 372 978 278
1818 380 542 156
1818 636 687 109
1819 121 875 183
1819 370 8 472
1819 372 978 278
1820 370 8 472
1820 370 366 317
1820 372 978 278
1820 632 481 455
1820 632 481 456
1820 632 482 454
1820 632 483 454
1820 632 483 455
1820 632 482 455
1820 632 482 456
1820 632 483 456
1820 632 483 457
1820 632 482 457
1820 632 483 458
1820 632 483 459
1820 632 483 460
1820 632 483 461
1820 632 485 454
1820 632 484 459
1820 632 484 460
1820 632 484 461
1821 121 875 183
1821 370 8 472
1821 372 978 278
1821 377 54 414
1822 124 623 439
1822 124 622 439
1822 370 8 472
1822 370 975 230
1822 372 978 278
1822 380 587 411
1822 380 587 412
1822 380 782 198
1822 636 549 385
1823 123 15 136
1823 123 15 137
1823 123 16 136
1823 370 8 472
1823 372 978 278
1823 379 47 55
1823 379 46 56
1823 379 47 56
1823 625 945 18
1823 625 946 18
1824 116 17 253
1824 124 728 114
1824 124 729 114
1824 124 729 115
1824 124 728 115
1824 370 8 472
1824 372 978 278
1824 380 714 192
1824 380 714 193
1824 636 698 271
1824 636 698 272
1825 120 393 470
1825 370 8 472
1825 372 978 278
1825 628 883 367
1825 628 882 367
1825 628 882 368
1825 628 883 368
1826 113 727 201
1826 113 727 202
1826 122 789 482
1826 369 511 179
1826 369 510 179
1826 369 510 180
1826 370 8 472
1826 372 978 278
1826 625 293 157
1826 625 294 157
1826 635 729 148
1826 635 731 147
1826 635 730 147
1826 635 730 148
1826 635 731 148
1826 635 730 149
1827 370 8 472
1827 372 978 278
1828 114 623 259
1828 114 623 260
1828 114 624 259
1828 114 624 260
1828 370 8 472
1828 370 584 344
1828 370 584 345
1828 372 978 278
1828 626 545 431
1828 626 545 432
1829 370 8 472
1829 370 975 230
1829 372 978 278
1829 380 782 198
1829 624 711 310
1830 114 618 362
1830 370 8 472
1830 370 631 333
1830 372 978 278
1830 626 645 303
1830 626 645 304
1830 626 646 303
1830 626 646 304
1831 120 720 144
1831 120 721 145
1831 120 720 145
1831 120 720 146
1831 121 875 183
1831 370 8 472
1831 372 978 278
1831 376 506 167
1831 376 506 168
1831 632 289 189
1831 632 289 190
1831 632 290 189
1832 116 17 253
1832 370 8 472
1832 372 978 278
1833 122 789 482
1833 370 8 472
1833 372 978 278
1834 123 751 267
1834 123 750 267
1834 370 8 472
1834 372 978 278
1834 379 699 272
1834 635 647 277
1834 635 646 278
1834 635 647 278
1835 116 17 253
1835 370 8 472
1835 372 978 278
1836 113 20 184
1836 368 1019 130
1836 368 1019 131
1836 370 8 472
1836 370 366 317
1836 372 978 278
1836 624 986 76
1836 624 987 76
1837 113 72 408
1837 113 73 408
1837 369 88 416
1837 369 89 416
1837 369 89 417
1837 369 88 417
1837 369 88 418
1837 369 89 418
1837 370 8 472
1837 372 978 278
1837 625 110 423
1837 625 110 424
1838 370 8 472
1838 372 978 278
1839 121 93 190
1839 370 8 472
1839 372 978 278
1839 377 173 172
1839 377 173 173
1839 377 174 172
1839 377 174 173
1839 633 253 153
1839 633 253 154
1839 633 254 153
1839 633 254 154
1840 113 116 114
1840 369 135 93
1840 369 135 94
1840 369 135 95
1840 369 136 93
1840 369 136 94
1840 369 136 95
1840 370 8 472
1840 372 978 278
1840 625 156 74
1841 120 757 41
1841 120 758 41
1841 120 758 42
1841 370 8 472
1841 372 978 278
1841 376 833 5
1841 376 832 6
1841 376 833 6
1841 377 54 414
1841 628 110 14
1841 628 111 14
1842 121 491 369
1842 121 492 369
1842 370 8 472
1842 372 978 278
1842 377 349 356
1842 377 350 355
1842 377 350 356
1842 633 208 340
1842 633 208 341
1843 123 442 400
1843 123 443 400
1843 370 8 472
1843 372 978 278
1843 379 463 419
1843 379 462 419
1843 379 462 420
1843 379 463 420
1843 635 481 439
1843 635 482 439
1844 115 497 139
1844 115 498 139
