1 0 7101 7293 6567 6044 6392 0 0 6267 6601 0 0 7433 7650 6966 6860 7237
1 1 7103 7308 6570 6037 6364 0 0 6230 6568 0 0 7451 7665 6994 6804 7245
1 2 7126 7303 6579 6008 6379 0 0 6248 6574 0 0 7396 7665 6969 6811 7281
1 3 7114 7326 6589 6011 6383 0 0 6250 6586 0 0 7389 7601 6972 6774 7252
1 4 7110 7336 6596 6023 6357 0 0 6277 6579 0 0 7418 7615 6975 6809 7232
1 5 7101 7337 6604 6018 6370 0 0 6270 6578 0 0 7415 7614 6980 6845 7274
1 6 7085 7366 6625 6021 6355 0 0 6266 6590 0 0 7416 7614 6982 6829 7250
1 7 7073 7362 6616 6020 6385 0 0 6298 6618 0 0 7401 7662 6958 6850 7273
1 8 7094 7365 6614 6056 6362 0 0 6303 6624 0 0 7400 7653 6951 6880 7282
1 9 7090 7343 6641 6038 6396 0 0 6298 6581 0 0 7393 7655 6937 6907 7275
1 10 7081 7336 6636 6039 6397 0 0 6288 6600 0 0 7419 7663 6950 6937 7241
1 11 7079 7290 6626 6019 6381 0 0 6298 6596 0 0 7424 7657 6948 6921 7271
1 12 7092 7275 6618 6014 6396 0 0 6270 6654 0 0 7414 7680 6973 6937 7246
1 13 7074 7294 6589 6019 6391 0 0 6235 6641 0 0 7403 7678 6975 6878 7245
1 14 7066 7295 6618 6035 6397 0 0 6238 6627 0 0 7430 7677 6985 6857 7236
1 15 7067 7290 6606 6042 6455 0 0 6275 6621 0 0 7407 7680 6988 6850 7221
1 16 7060 7301 6592 6060 6452 0 0 6250 6618 0 0 7400 7636 6975 6835 7207
1 17 7096 7324 6584 6097 6454 0 0 6274 6588 0 0 7393 7626 6953 6870 7238
1 18 7061 7310 6593 6088 6448 0 0 6280 6589 0 0 7384 7635 6950 6888 7218
1 19 7082 7294 6624 6069 6419 0 0 6291 6583 0 0 7428 7639 6969 6896 7202
1 20 7075 7309 6623 6053 6391 0 0 6287 6582 0 0 7435 7647 6970 6896 7223
1 21 7118 7299 6618 6035 6382 0 0 6285 6578 0 0 7418 7630 6959 6870 7226
1 22 7112 7339 6573 6035 6376 0 0 6296 6584 0 0 7404 7615 6968 6863 7220
1 23 7092 7362 6580 6043 6364 0 0 6316 6596 0 0 7424 7601 6943 6882 7232
1 24 7068 7332 6585 6033 6412 0 0 6332 6608 0 0 7385 7631 6917 6863 7223
1 25 7060 7303 6612 6077 6440 0 0 6320 6600 0 0 7377 7626 6936 6873 7242
1 26 7064 7313 6637 6074 6454 0 0 6322 6599 0 0 7411 7601 6951 6863 7254
