1 0 7117 7334 6612 6044 6428 0 0 6289 6614 0 0 7406 7631 7028 6834 7276
1 1 7080 7337 6603 6050 6402 0 0 6264 6568 0 0 7372 7630 6972 6868 7262
1 2 7091 7353 6608 6036 6448 0 0 6298 6595 0 0 7392 7625 6980 6881 7295
1 3 7089 7336 6598 6036 6402 0 0 6254 6571 0 0 7365 7605 6995 6869 7273
1 4 7108 7307 6592 5990 6409 0 0 6273 6569 0 0 7364 7617 7013 6840 7270
1 5 7070 7309 6589 5970 6408 0 0 6275 6556 0 0 7361 7631 6981 6853 7253
1 6 7089 7291 6629 6006 6409 0 0 6266 6584 0 0 7357 7634 6961 6850 7262
1 7 7107 7292 6655 6001 6402 0 0 6267 6591 0 0 7403 7622 6971 6870 7228
1 8 7104 7287 6627 6024 6379 0 0 6272 6576 0 0 7370 7637 6995 6922 7203
1 9 7099 7304 6617 6035 6345 0 0 6253 6574 0 0 7392 7622 6987 6894 7197
1 10 7112 7333 6633 6019 6335 0 0 6248 6574 0 0 7358 7602 6995 6898 7199
1 11 7153 7334 6618 6020 6346 0 0 6247 6590 0 0 7341 7611 6990 6929 7190
1 12 7137 7332 6632 6010 6352 0 0 6273 6561 0 0 7347 7607 6983 6890 7213
1 13 7144 7330 6631 6043 6350 0 0 6278 6575 0 0 7401 7642 6977 6907 7193
1 14 7150 7296 6623 6037 6365 0 0 6295 6576 0 0 7405 7637 6974 6908 7215
1 15 7138 7303 6608 6010 6391 0 0 6272 6582 0 0 7383 7618 6974 6908 7229
1 16 7162 7304 6602 6042 6415 0 0 6270 6611 0 0 7403 7598 6980 6874 7198
1 17 7166 7300 6578 6037 6427 0 0 6286 6596 0 0 7417 7619 6974 6881 7224
1 18 7151 7326 6587 6040 6450 0 0 6290 6587 0 0 7402 7613 6974 6876 7282
1 19 7175 7295 6568 6030 6431 0 0 6305 6599 0 0 7372 7618 6977 6868 7263
1 20 7191 7326 6591 6009 6462 0 0 6325 6611 0 0 7367 7607 7003 6855 7220
1 21 7171 7298 6589 5999 6453 0 0 6310 6561 0 0 7396 7595 6969 6841 7228
1 22 7137 7303 6583 6062 6443 0 0 6321 6534 0 0 7374 7609 6975 6818 7244
1 23 7098 7290 6561 6052 6398 0 0 6351 6563 0 0 7411 7582 6959 6808 7231
1 24 7097 7321 6576 6061 6395 0 0 6384 6569 0 0 7413 7612 6982 6797 7230
1 25 7132 7306 6563 6061 6394 0 0 6352 6561 0 0 7397 7619 6978 6809 7242
1 26 7127 7270 6578 6077 6382 0 0 6366 6546 0 0 7334 7627 6938 6820 7237
1 27 7120 7298 6603 6055 6378 0 0 6385 6567 0 0 7338 7617 6972 6830 7254
1 28 7115 7319 6641 6031 6372 0 0 6347 6561 0 0 7372 7607 6960 6825 7252
1 29 7143 7325 6609 6064 6369 0 0 6347 6567 0 0 7392 7581 6962 6811 7230
1 30 7143 7326 6613 6061 6394 0 0 6322 6576 0 0 7402 7550 6981 6865 7244
1 31 7122 7337 6592 6081 6357 0 0 6268 6585 0 0 7369 7588 6965 6856 7246
1 32 7126 7319 6608 6078 6340 0 0 6292 6629 0 0 7367 7598 6978 6865 7254
1 33 7096 7297 6606 6038 6397 0 0 6278 6621 0 0 7346 7586 6988 6831 7285
1 34 7067 7282 6618 6050 6403 0 0 6296 6623 0 0 7345 7559 7019 6861 7276
1 35 7085 7287 6602 6032 6376 0 0 6305 6638 0 0 7366 7564 6970 6885 7278
1 36 7105 7306 6613 6018 6419 0 0 6317 6603 0 0 7447 7600 6949 6860 7292
1 37 7098 7312 6617 6030 6422 0 0 6299 6615 0 0 7400 7602 6996 6861 7310
1 38 7118 7246 6630 6008 6415 0 0 6310 6592 0 0 7408 7611 6966 6832 7318
1 39 7176 7227 6645 6033 6421 0 0 6341 6590 0 0 7407 7616 6990 6851 7287
1 40 7128 7208 6639 6045 6408 0 0 6301 6614 0 0 7428 7611 6981 6852 7261
1 41 7120 7220 6611 6034 6365 0 0 6307 6639 0 0 7447 7617 6962 6846 7247
1 42 7083 7253 6627 6046 6377 0 0 6295 6648 0 0 7426 7592 6955 6842 7274
